Class number,Sub-class number,File Name,Class,
,,park-milan-1063-40678-a.mp3,children_voices,
,,park-paris-99-2793-a.mp3,children_voices,
,,park-prague-1038-42896-a.mp3,children_voices,
,,park-lisbon-1104-40573-a.mp3,"children_voices,birds_singing",
,,public_square-paris-116-3398-a.mp3,"children_voices,footsteps",
3,3.1,park-helsinki-94-2634-a.mp3,birds_singing,
,,park-helsinki-94-2636-a.mp3,birds_singing,
,,park-lisbon-1052-40802-a.mp3,birds_singing,
,,park-lisbon-1057-42244-a.mp3,birds_singing,
,,park-vienna-247-7385-a.mp3,birds_singing,
,,park-vienna-104-2961-a.mp3,birds_singing,
,3.2,park-barcelona-91-2527-a.mp3,"birds_singing,adults_talking,children_voices",
,,public_square-london-113-3301-a.mp3,"birds_singing,adults_talking,footsteps",
,,park-vienna-104-2974-a.mp3,"birds_singing,announcement_jingle",
,,park-lisbon-1052-43171-a.mp3,"birds_singing,dog_barking",
,,park-helsinki-94-2618-a.mp3,"birds_singing,footsteps",
,,park-paris-244-7273-a.mp3,"birds_singing,traffic_noise",
,,park-barcelona-89-2433-a.mp3,"birds_singing,traffic_noise",
,,park-paris-98-2760-a.mp3,"birds_singing,traffic_noise",
,,park-vienna-104-2962-a.mp3,"birds_singing,traffic_noise",
,,park-lyon-1012-41948-a.mp3,"birds_singing,traffic_noise",
4,4.1,public_square-paris-117-3432-a.mp3,traffic_noise,
,,park-lyon-1012-41742-a.mp3,traffic_noise,
,,park-prague-1185-45741-a.mp3,traffic_noise,
,,park-vienna-247-7378-a.mp3,traffic_noise,
,,park-milan-1063-43003-a.mp3,traffic_noise,
,,park-vienna-106-3035-a.mp3,traffic_noise,
,,public_square-lisbon-1068-42109-a.mp3,traffic_noise,
,,park-vienna-106-3016-a.mp3,traffic_noise,
,,park-lyon-1012-40398-a.mp3,traffic_noise,
,,public_square-helsinki-249-7461-a.mp3,traffic_noise,
,4.2,public_square-lisbon-1116-42031-a.mp3,"traffic_noise,announcement_speech",
,,airport-helsinki-4-198-a.mp3,"traffic_noise,footsteps",
,,public_square-stockholm-120-3540-a.mp3,"traffic_noise,footsteps",
,,public_square-paris-117-3440-a.mp3,"traffic_noise,footsteps,birds_singing",
5,5.1,park-paris-99-2819-a.mp3,footsteps,
,,airport-london-6-281-a.mp3,footsteps,
,,airport-london-6-264-a.mp3,footsteps,
,,public_square-helsinki-110-3166-a.mp3,footsteps,
,5.2,park-stockholm-103-2919-a.mp3,"footsteps,children_voices",
,,park-stockholm-245-7326-a.mp3,"footsteps,traffic_noise",
,,park-stockholm-245-7302-a.mp3,"footsteps,traffic_noise",
6,6.1,public_square-milan-1014-44082-a.mp3,"music,children_voices",
,,park-vienna-247-7363-a.mp3,siren,
,,public_square-barcelona-107-3077-a.mp3,"siren,adults_talking",
,,airport-prague-1173-45679-a.mp3,"siren,adults_talking,footsteps",
,,public_square-stockholm-121-3573-a.mp3,"siren,adults_talking,traffic_noise",
,,public_square-stockholm-121-3585-a.mp3,"siren,footsteps,adults_talking",
7,7.1,park-milan-1063-44013-a.mp3,,
,,park-paris-100-2829-a.mp3,,
,,airport-helsinki-204-6154-a.mp3,,
